ccode,leaderid,country,year,current_leader,leader_id,current_leader_start_month,current_leader_start_year,current_leader_end_month,current_leader_end_year,current_p_name,create,partyage,persparty,v2paseatshare,v2exl_legitideol,v2exl_legitlead,v2exl_legitperf,gwf_duration,lpop,gdppc,l12gr,oilgasrentsgdp,priormil,pres,ivdem,leadertimeinpower,dem1990,iv2xps_party,ipolarization,iv2juhcind,iv2x_libdem,iv2x_partipdem,iv2xpa_illiberal,iv2xpa_popul,iv2paclient,iv2paind,iv2parelig,iv2pariglef,iv2paseat,demcollapse
220,220-5-2007,France,2012,Nicolas Sarkozy,220-5-2007,5,2007,5,2012,Union for a Popular Movmement,0,5,.53547341,33.6,-.885,-1.388,1.804,137,17.999998,.19018133,1.5733105,.016232418,0,1,.88800001,4,.87800002,.94599998,.55299997,1.6109999,.81099999,.65799999,.048,.184,-1.007,.51200002,.648,1.549,54.200001,0
220,220-5-2012,France,2017,Francois Hollande,220-5-2012,5,2012,5,2017,Socialist Party,0,107,0,5.2,-1.087,-1.388,1.804,142,18.018978,.19411062,.7915405,.005450808,0,1,.89300001,4,.87800002,.94599998,.47400001,1.6109999,.82200003,.65499997,.028999999,.396,-1.419,-1.994,1.896,-.85399997,48.5,0
220,220-5-2017,France,2020,Emmanuel Macron,220-5-2017,5,2017,99,9999,En Marche,1,1,.89065653,53.4,-1.319,-1.731,.923,145,18.026031,.18911737,1.6031187,,0,1,.88999999,2,.87800002,.94599998,.47400001,1.6109999,.81599998,.62599999,.029999999,.34999999,-1.403,1.303,1.955,.75099999,53.400002,0
230,230-12-1982,Spain,1996,Felipe Gonzalez,230-12-1982,12,1982,5,1996,Socialist Workers Party (PSOE),0,103,.54492342,40.3,-1.545,-1.978,-.031,19,17.501633,.14297083,2.1009319,.0061143721,0,0,.89600003,5,.89600003,.97799999,-1.851,1.801,.81699997,.671,.022,.26899999,-1.6339999,-.99299997,1.955,-.92299998,50,0
230,230-5-1996,Spain,2004,Jose Maria Aznar,230-5-1996,5,1996,4,2004,Popular Party,0,20,.50389379,42.3,-1.545,-1.978,-.031,27,17.574892,.16013864,1.2131517,.0053607561,0,0,.89499998,7,.89600003,.97799999,-1.633,1.801,.82700002,.64899999,.039999999,.082000002,-1.2079999,-.106,.106,1.438,44.599998,0
230,230-4-2004,Spain,2011,Luiz Zapatero,230-4-2004,4,2004,12,2011,Socialist Workers Party (PSOE),0,125,.3042722,31.4,-1.667,-1.978,-.226,34,17.660168,.15935101,-2.4544802,.0037849278,0,0,.88,6,.89600003,.97799999,-1.633,1.801,.81,.61400002,.028000001,.29899999,-1.183,-1.087,1.955,-.92299998,46.900002,0
230,230-12-2011,Spain,2018,Mariano Rajoy,230-12-2011,12,2011,6,2018,Popular Party,0,35,.32651743,39.1,-1.667,-1.978,-.055,41,17.661346,.1664772,2.8383546,.002040453,0,0,.89999998,6,.89600003,.98000002,-1.062,1.431,.83099997,.65600002,.033,.039000001,-1.2079999,-1.125,.106,1.687,53.099998,0
230,230-6-2018,Spain,2020,Pedro Sanchez,230-6-2018,6,2018,99,9999,Socialist Workers Party (PSOE),0,139,.26405263,34.3,-1.655,-1.978,-.055,43,17.673111,.15790947,1.5998604,,0,0,.87699997,1,.89600003,.977,-.31200001,2.096,.792,.61000001,.039999999,.31799999,-1.6799999,.787,1.955,-1.169,34.299999,0
235,235-5-1995,Portugal,1996,Mario Soares,235-5-1995,3,1986,3,1996,Socialist Party,1,22,.59488547,48.7,-2.471,-2.753,1.07,20,16.12447,.12757112,2.3079455,0,0,1,.87099999,5,.87099999,.935,-2.5020001,2.2939999,.81699997,.58600003,.032000002,.317,-1.057,-.45100001,1.783,-.74000001,31.299999,0
235,235-3-1996,Portugal,2006,Jorge Sampaio,235-3-1996,3,1996,3,2006,Socialist Party,0,32,.50389379,52.6,-2.471,-2.753,1.465,30,16.169006,.13961874,1.0703294,0,0,1,.87,9,.87099999,.935,-2.5020001,2.1500001,.81300002,.58399999,.033,.317,-1.057,-.45100001,1.783,-.52100003,48.700001,0
235,235-3-2006,Portugal,2016,Anibal Cavaco Silva,235-3-2006,3,2006,3,2016,Social Democratic Party,0,32,.45803508,46.5,-2.471,-2.753,1.465,40,16.150122,.14033172,1.7758014,0,0,1,.89099997,9,.87099999,.926,-2.5020001,2.1500001,.83600003,.63700002,.057999998,.142,-1.056,-.205,.082999997,.85699999,32.599998,0
235,235-3-2016,Portugal,2020,Marcelo Rebelo de Sousa,235-3-2016,3,2016,99,9999,Social Democratic Party,0,42,.32651743,33.5,-2.471,-2.753,1.465,44,16.148195,.14105782,2.8362582,,0,1,.89099997,3,.87099999,.93300003,-2.2049999,2.507,.82200003,.63200003,.063000001,.108,-1.056,-.205,.51599997,.85399997,46.5,0
255,255-10-1990,Germany,1998,Helmut Kohl,255-10-1990,10,1990,10,1998,Christian Democratic Union,0,45,.50389379,29.6,-2.521,-2.161,.63,49,18.222805,.18150984,1.0788858,.0071355687,0,0,.903,7,.903,,,,,,.059,.063000001,-1.627,-.417,-1.594,.74800003,40.5,0
255,255-10-1998,Germany,2005,Gerhard Schroder,255-10-1998,10,1998,11,2005,Social Democratic Party of Germany,0,53,.26405263,36.2,-2.521,-2.161,.63,56,18.227938,.18787302,.22098909,.048565559,0,0,.90100002,6,.903,.995,-2.2490001,2.5220001,.86400002,.65399998,.039000001,.142,-1.594,-1.816,.72500002,-.46000001,44.5,0
255,255-11-2005,Germany,2020,Angela Merkel,255-11-2005,11,2005,99,9999,Christian Democratic Union,0,60,.3042722,28.2,-2.168,-2.103,1.05,71,18.237246,.20312357,.80527741,,0,0,.903,14,.903,.995,-2.2490001,2.5220001,.86699998,.65499997,.050000001,.061999999,-1.627,-1.5880001,-.99699998,1.026,29.299999,0
290,290-12-1990,Poland,1995,Lech Walesa,290-12-1990,12,1990,12,1995,Solidarity,1,10,.81250143,5.9,-1.095,-1.43,1.004,6,17.468634,.075087585,4.272769,.041013721,0,1,.85299999,4,.52499998,.83499998,-.44299999,2.4130001,.484,.35600001,.07,.75999999,-1.034,-.62699997,-1.248,-.23100001,5.9000001,0
290,290-12-1995,Poland,2005,Aleksander Kwasniewski,290-12-1995,12,1995,12,2005,SLD,1,5,.70238376,12,.5570000000000001,-1.299,1.183,16,17.457441,.092571214,4.306273,.10890636,0,1,.88800001,9,.52499998,.866,-.38299999,2.4130001,.81,.61699998,.101,.405,-.13500001,-1.0599999,2.204,-.74800003,37.200001,0
290,290-12-2005,Poland,2010,Lech Kaczynski,290-12-2005,12,2005,4,2010,PiS,1,4,.65136349,36.1,-1.258,-1.478,.754,21,17.454222,.10420429,3.4741392,.11152016,0,1,.88099998,4,.52499998,.89600003,.86400002,2.4130001,.80900002,.65600002,.23199999,.88200003,-1.317,1.072,-1.457,.089000002,33.700001,0
290,290-8-2010,Poland,2015,Bronislaw Komorowski,290-8-2010,4,2010,8,2015,Civic Platform,0,9,.45803508,30,-.053,-.51,1.189,26,17.45274,.1121539,2.3214035,.085213512,0,1,.88999999,4,.52499998,.91100001,.58999997,2.4130001,.82800001,.662,.074000001,.19400001,-1.017,.121,.168,.54400003,45,0
290,290-8-2015,Poland,2020,Andrzej Duda,290-8-2015,8,2015,99,9999,PiS,0,14,.50618774,51.1,.476,.233,1.58,31,17.451801,.12078139,5.0622268,,0,1,.88,4,.52499998,.92799997,1.427,2.5350001,.79900002,.62900001,.70999998,.97899997,.044,2.1070001,-2.7550001,-.778,51.099998,0
305,305-6-1986,Austria,1996,Franz Vranitzky,305-6-1986,6,1986,1,1997,Austrian Socialist Party,0,97,.34291834,38.8,-1.436,-1.432,1.241,51,15.889816,.18580595,2.2598374,.042027377,0,0,.86699998,5,.86699998,.92299998,-.67699999,1.993,.78500003,.62300003,.048,.092,-.98699999,-.461,1.807,-.31,43.700001,0
305,305-1-1997,Austria,2000,Viktor Klima,305-1-1997,1,1997,2,2000,Austiran Social Democratic Party,0,108,.53547341,35.5,-.8090000000000001,-1.619,1.241,55,15.896397,.19704637,3.4114373,.07970456,0,0,.86299998,3,.86699998,.94400001,-.67699999,1.993,.78200001,.64200002,.048,.092,-.98699999,-.461,1.807,-.31,38.799999,0
305,305-2-2000,Austria,2006,Wolfgang Shüssel,305-2-2000,2,2000,1,2007,The Austrian People's Party,0,55,.21162806,36.1,-.8090000000000001,-1.619,1.241,61,15.92798,.20610498,1.8247943,.10465092,0,0,.86500001,5,.86699998,.94400001,-.227,1.993,.787,.63200003,.045000002,.093999997,-.98000002,-.778,-.035,.125,28.4,0
305,305-1-2007,Austria,2008,Alfred Gusenbauer,305-1-2007,1,2007,12,2008,Austiran Social Democratic Party,0,118,.3042722,31.1,-1.381,-1.619,1.241,63,15.934353,.21076572,3.1675744,.11698215,0,0,.87599999,1,.86699998,.94400001,-.227,1.993,.79000002,.62800002,.050000001,.229,-.98699999,-1.072,1.807,-.98699999,37.200001,0
305,305-12-2008,Austria,2016,Werner Fayman,305-12-2008,12,2008,5,2016,Austiran Social Democratic Party,0,119,.21162806,28.4,-1.381,-1.619,1.241,71,15.98304,.21112159,-.11695543,.035519194,0,0,.87599999,7,.86699998,.94400001,-.227,1.993,.801,.63099998,.041999999,.093000002,-.98699999,-1.072,1.807,-.56199998,31.1,0
305,305-5-2016,Austria,2017,Christian Kern,305-5-2016,5,2016,11,2017,Austiran Social Democratic Party,0,127,.3042722,28.4,-.841,-1.294,1.241,72,15.989985,.21289888,.39046448,.050786089,0,0,.852,0,.86699998,.95899999,-.071999997,2.0899999,.778,.64200002,.056000002,.14300001,-.98699999,-.072999999,1.807,-.154,28.4,0
305,305-12-2017,Austria,2019,Sebastian Kerz,305-12-2017,12,2017,5,2019,Austrian People's Party,0,72,.1619093,38.8,-.77,-.884,1.241,74,15.999303,.21614282,1.7771384,.050431337,0,0,.85000002,1,.86699998,.93400002,-.071999997,2.0899999,.77499998,.64099997,.068000004,.19499999,-.708,1.038,-.027000001,.86000001,33.900002,0
305,305-6-2019,Austria,2020,Brigitte Bierlein,305-6-2019,6,2019,1,2020,Austrian People's Party,0,74,.5896256,38.8,-1.336,-1.605,1.241,75,16.003492,.20883134,1.5222303,,0,0,.84899998,0,.86699998,.93400002,-.071999997,2.5409999,.76800001,.625,.068000004,.19499999,-.708,1.038,-.027000001,.86000001,38.799999,0
310,310-5-1990,Hungary,1993,Jozsef Antal,310-5-1990,5,1990,12,1993,MDF,0,2,.53547341,42.5,-.914,-2.212,1.52,3,16.153223,.085591421,-3.0262356,.33909753,0,0,.85399997,2,.76700002,.75999999,-.583,1.927,.69599998,.565,.12899999,.40799999,-1.5779999,.273,-.39199999,.50800002,42.5,0
310,310-12-1993,Hungary,1994,Peter Boross,310-12-1993,12,1993,7,1994,MDF,0,5,.66389072,9.800000000000001,-.914,-2.212,1.52,4,16.151855,.086902983,-1.7444503,.29758227,0,0,.85399997,0,.76700002,.84299999,-.57999998,1.927,.77100003,.63099998,.098999999,.37200001,-1.233,-.022,-.39199999,.92000002,9.8000002,0
310,310-7-1994,Hungary,1998,Gyula Horn,310-7-1994,7,1994,7,1998,Hungarian Socialist Party,0,46,.53547341,34.7,-.914,-2.069,1.646,8,16.144403,.091006018,1.8027998,.087220453,0,0,.85500002,3,.76700002,.84299999,-.57999998,1.927,.76999998,.63,.118,.35600001,-.021,.064999998,2.0880001,-1.645,54.099998,0
310,310-7-1998,Hungary,2002,Viktor Orban,310-7-1998,7,1998,5,2002,Fidesz,1,10,.70238376,42.5,-.914,-2.207,1.534,12,16.133833,.099124081,4.5320182,.29625669,0,0,.85399997,3,.76700002,.903,-.801,1.927,.77100003,.65200001,.119,.42399999,-.61199999,.73199999,-.50099999,.70200002,38.299999,0
310,310-5-2002,Hungary,2004,Peter Medgyessy,310-5-2002,5,2002,9,2004,Hungarian Socialist Party,0,54,.29547179,46.1,-.914,-2.044,1.651,14,16.128754,.10380137,4.7115211,.24839547,0,0,.85699999,1,.76700002,.903,-.32600001,1.927,.77100003,.64300001,.068999998,.354,.38800001,-.35699999,2.0880001,-1.112,46.099998,0
310,310-9-2004,Hungary,2009,Ferenc Gyurcsany,310-9-2004,9,2004,4,2009,Hungarian Socialist Party,0,56,.18166453,49.2,-.914,-2.221,1.651,19,16.120358,.10553228,.80796236,.32032132,0,0,.85600001,4,.76700002,.903,.204,1.927,.77700001,.65600002,.068999998,.354,.38800001,-.35699999,2.0880001,-1.112,46.099998,0
310,310-4-2009,Hungary,2010,Gordon Bajnai,310-4-2009,4,2009,5,2010,Hungarian Socialist Party,0,61,.5896256,15.3,.787,-.437,1.112,20,16.118097,.10624275,-2.6335955,.30260214,0,0,.85900003,0,.76700002,.89399999,.85299999,1.927,.78200001,.64999998,.092,.345,-.25799999,-1.133,2.0880001,-.53799999,15.3,0
310,310-5-2010,Hungary,2018,Viktor Orban,310-5-2010,5,2010,99,9999,Fidesz,1,22,.70238376,59.4,1.055,-.351,1.112,28,16.095396,.11986925,3.5200603,.22902395,0,0,.81,7,.76700002,.815,2.3469999,1.387,.68400002,.58999997,.64300001,.77499998,.329,3.687,-.63499999,1.0930001,58.799999,1
316,316-1-1993,Czech Republic,1997,Vaclav Klaus,316-1-1993,1,1993,12,1997,ODS,1,2,.59488547,34,-2.235,-1.447,.187,4,16.148056,.10799618,5.4764833,.020194506,0,0,.89600003,,.89600003,,,,,,,,,,,,,0
316,316-7-1998,Czech Republic,2002,Milos Zeman,316-7-1998,7,1998,7,2002,CSSD,0,8,.51865578,35,-2.345,-1.84,.272,9,16.137596,.11384119,3.8619645,.036243465,0,0,.88700002,3,.89600003,.921,-2.177,1.781,.81599998,.58099997,.059999999,.403,-1.053,-.227,1.844,-1.293,37,0
316,316-7-2002,Czech Republic,2004,Vladimir Spidla,316-7-2002,7,2002,7,2004,CSSD,0,12,.36357066,35,-2.345,-1.935,.272,11,16.137613,.11861821,2.6896567,.04358596,0,0,.89600003,1,.89600003,.921,-2.177,1.781,.81900001,.59600002,.046999998,.27399999,-1.1160001,-1.664,1.844,-1.293,35,0
316,316-7-2004,Czech Republic,2005,Stanislav Gross,316-7-2004,7,2004,4,2005,CSSD,0,14,.45803508,35,-2.345,-1.935,.272,12,16.138998,.12238633,4.1978526,.053530864,0,0,.89600003,0,.89600003,.921,-2.513,1.781,.82700002,.62900001,.046999998,.27399999,-1.1160001,-1.664,1.844,-1.293,35,0
316,316-4-2005,Czech Republic,2006,Jiri Paroubek,316-4-2005,4,2005,9,2006,CSSD,0,15,.42101812,37,-2.345,-1.935,.272,13,16.141705,.12628834,5.6183138,.05198909,0,0,.89600003,0,.89600003,.921,-2.513,1.781,.82700002,.63200003,.050000001,.26800001,-1.1160001,-1.367,1.844,-1.293,37,0
316,316-9-2006,Czech Republic,2009,Mirek Topolanek,316-9-2006,9,2006,5,2009,ODS,0,15,.54492342,40.5,-2.345,-1.935,.272,16,16.161531,.12712443,3.3971627,.034426346,0,0,.90200001,2,.89600003,.921,-1.876,1.781,.83099997,.63300002,.050000001,.108,-.80500001,-1.603,.92199999,1.6339999,40.5,0
316,316-5-2010,Czech Republic,2013,Petr Necas,316-5-2010,7,2010,7,2013,ODS,0,19,.45803508,8,-2.345,-1.598,.396,20,16.168243,.12881717,.31322768,.04503921,0,0,.89399999,2,.89600003,.921,-1.8329999,2.039,.815,.61900002,.052000001,.1,-.90899998,-2.1340001,.92199999,1.4630001,26.5,0
316,316-1-2014,Czech Republic,2017,Bohuslav Sobotka,316-1-2014,1,2014,12,2017,CSSD,0,24,.45803508,7.5,-2.345,-.854,1.017,24,16.17584,.13834463,3.7609775,.01625861,0,0,.85799998,3,.89600003,.89300001,-1.391,2.092,.77700001,.58899999,.052000001,.27000001,-1.034,-2.0309999,1.8890001,-1.293,25,0
316,316-12-2017,Czech Republic,2020,Andrej Babis,316-12-2017,12,2017,99,9999,ANO,1,6,.59488547,39,-2.345,-.798,1.399,27,16.185652,.13778117,2.7393327,,0,0,.84600002,2,.89600003,.89499998,-1.5650001,1.774,.74000001,.57999998,.24600001,.53799999,-.27700001,2.312,1.8789999,-.54299998,39,0
317,317-6-1992,Slovakia,1994,Vladimir Meciar,317-6-1992,6,1992,3,1994,HZDS,1,1,.70238376,40.7,-.599,-.036,.761,1,15.491921,.084505029,1.5130923,.03308893,0,0,.76200002,,.76200002,,,,,,,,,,,,,0
317,317-12-1994,Slovakia,1998,Vladimir Meciar,317-12-1994,12,1994,10,1998,HZDS,1,3,.70238376,28.7,-1.134,-.067,1.075,5,15.500152,.093869172,6.062448,.0086958474,0,0,.73299998,3,.76200002,.87,-.368,1.853,.565,.51700002,.801,.44600001,-.52200001,1.539,-.028999999,.028000001,40.700001,0
317,317-10-1998,Slovakia,2006,Mikulas Dzurinda,317-10-1998,10,1998,7,2006,SDKU,1,8,.59488547,9.300000000000001,-1.832,-1.424,1.259,13,15.496907,.11129335,5.9566612,.034600835,0,0,.83200002,7,.76200002,.86500001,-.47499999,1.962,.59299999,.56099999,.046,.094999999,-1.573,-2.142,-1.4069999,1.6160001,,0
317,317-7-2006,Slovakia,2010,Robert Fico,317-7-2006,7,2006,7,2010,SMER,1,7,.70238376,41.3,-1.946,-1.427,1.702,17,15.50032,.12023971,-.048523612,.015206845,0,0,.833,3,.76200002,.86000001,-1.242,1.962,.73799998,.63999999,.147,.56999999,-1.201,.70899999,.73199999,-1.0190001,33.299999,0
317,317-7-2010,Slovakia,2012,Iveta Radicova,317-7-2010,7,2010,4,2012,SDKU,0,20,.45803508,7.3,-1.764,-2.064,1.788,19,15.503312,.12290649,4.3497114,.028982671,0,0,.861,1,.76200002,.84500003,-1.242,1.648,.759,.65899998,.045000002,.086000003,-1.566,-.43900001,.090999998,1.3839999,18.700001,0
317,317-4-2012,Slovakia,2018,Robert Fico,317-4-2012,4,2012,3,2018,SMER,1,13,.70238376,32.7,-1.302,-1.536,1.544,25,15.510533,.1330719,2.31043,.010178911,0,0,.85000002,5,.76200002,.83200002,-.875,1.648,.75,.66299999,.287,.52899998,-.676,1.166,.73199999,-1.223,55.299999,0
317,317-3-2018,Slovakia,2020,Peter Pellegrini,317-3-2018,3,2018,99,9999,SMER,0,19,.50618774,32.7,-2.03,-1.007,1.574,27,15.512745,.13134556,3.0586779,,0,0,.83200002,1,.76200002,.80800003,-.648,1.4859999,.70300001,.61000001,.391,.377,-.38600001,1.166,.73199999,-1.223,32.700001,0
325,325-12-1989,Italy,1992,Giulio Andreotti,325-12-1989,12,1989,6,1992,Christian Democrats (DC),0,46,.21162806,32.7,-1.494,-1.538,.73,46,17.854996,.16762029,1.6843077,.035167947,0,0,.833,1,.829,.91100001,-.52499998,1.355,.73699999,.62199998,.31600001,.075000003,1.193,-.69499999,-2.7420001,.45300001,37.099998,0
325,325-6-1992,Italy,1993,Giuliano Amato,325-6-1992,6,1992,4,1993,Italian Socialist party (Olive Tree),0,100,.45803508,14.6,-1.494,-1.538,.73,47,17.855606,.166853,1.1169916,.04770726,0,0,.84200001,0,.829,.91100001,-.347,1.355,.755,.64099997,.37599999,.104,2.904,1.576,.40799999,-.193,14.6,0
325,325-5-1996,Italy,1998,Romano Prodi,325-5-1996,5,1996,10,1998,Italian Popular Party (Olive Tree),0,2,.69632649,,-1.494,-1.518,.73,52,17.856924,.175153,1.5073398,.016113089,0,0,.85500002,1,.829,.92000002,.56999999,1.355,.76099998,.65399998,,,,,,,,0
325,325-10-1998,Italy,2000,Massimo D'Alema,325-10-1998,10,1998,4,2000,Democrats of the Left (Olive Tree),0,77,.3042722,,-1.494,-1.518,.73,54,17.857546,.17982741,1.6949795,.083621353,0,0,.85500002,1,.829,.92000002,.662,1.355,.76999998,.662,,,,,,,,0
325,325-4-2000,Italy,2001,Giuliano Amato,325-4-2000,4,2000,6,2001,Italian Democrat Socialists (Olive Tree),0,2,.5896256,,-1.494,-1.074,.73,55,17.858107,.18152249,2.6742907,.092590727,0,0,.847,0,.829,.92000002,.56800002,1.355,.764,.64999998,,,,,,,,0
325,325-6-2001,Italy,2006,Silvio Berlusconi,325-6-2001,6,2001,5,2006,Forza Italia,1,8,.70238376,22.2,-1.494,-1.439,.73,60,17.878433,.18367942,.54648697,.11399889,0,0,.838,4,.829,.92000002,.56800002,1.355,.75199997,.662,.72399998,.57099998,1.577,2.7309999,-1.426,1.581,30.799999,0
325,325-5-2006,Italy,2008,Romano Prodi,325-5-2006,5,2006,5,2008,Democratic Party,0,85,.3042722,35.9,-1.494,-1.439,.73,62,17.890106,.18307616,1.2305398,.12761649,0,0,.86699998,1,.829,.92000002,.56800002,1.669,.78299999,.68099999,.059999999,.066,.15800001,-.741,-.19499999,-1.073,35.900002,0
325,325-5-2008,Italy,2011,Silvio Berlusconi,325-5-2008,5,2008,11,2011,Freedom of People,1,15,.70238376,22.2,-1.494,-1.439,.73,65,17.899458,.17948955,-2.1552966,.14487831,0,0,.85699999,2,.829,.92000002,.56800002,1.3839999,.773,.67900002,.755,.49700001,1.577,3.348,-1.426,1.581,22.200001,0
325,325-4-2013,Italy,2014,Letta,325-4-2013,4,2013,2,2014,Democratic Party,1,11,.59488547,47.1,-1.494,-1.205,.73,68,17.922922,.17311229,-3.1072319,.12198168,0,0,.86500001,0,.829,.93000001,.74699998,1.404,.792,.68099999,.066,.113,.25600001,-.99900001,.405,-.85900003,47.099998,0
325,325-2-2014,Italy,2016,Renzi,325-2-2014,2,2014,12,2016,Democratic Party,0,12,.58702099,47.1,-1.494,-1.205,.73,70,17.920259,.17513797,-.021168239,.03653824,0,0,.866,1,.829,.93000001,.74699998,1.404,.79299998,.67900002,.066,.113,.25600001,-.99900001,.405,-.85900003,47.099998,0
325,325-12-2016,Italy,2018,Gentiloni,325-12-2016,12,2016,6,2018,Democratic Party,1,14,.65421265,17.8,-1.338,-1.441,.73,72,17.916861,.17772382,1.6430122,.089401029,0,0,.87,1,.829,.93000001,.74699998,1.404,.79400003,.69400001,.066,.113,.25600001,-.99900001,.405,-.85900003,47.099998,0
325,325-6-2018,Italy,2020,Conte,325-6-2018,6,2018,99,9999,Five Start Movement,0,9,.69632649,36,-1.338,-1.662,.73,74,17.902395,.1711347,1.3462771,,0,0,.86699998,1,.829,.93599999,.74699998,1.386,.79299998,.67900002,.491,.65700001,1.126,-.032000002,-.037,.46000001,36,0
339,339-4-1991,Albania,1992,Ramiz Alia,339-4-1991,4,1991,4,1992,Socialist Party of Albania,0,50,.37745908,27.1,.522,-.236,.517,1,14.993254,.03296208,-19.377363,1.7078191,0,0,.35499999,0,.35499999,.447,.375,-1.2410001,.252,.145,.249,.19599999,.64399999,-.19400001,1.666,-1.585,27.1,0
339,339-4-1992,Albania,1997,Sali Berisha,339-4-1992,4,1992,7,1997,Democratic Party of Albania,1,2,.70238376,15.5,.522,-.007,.617,6,14.962367,.038267206,11.902338,.7656613,0,0,.428,4,.35499999,.447,-.62199998,.82499999,.322,.21699999,.391,.39899999,.639,.61000001,.74800003,1.226,65.699997,0
339,339-7-1997,Albania,1998,Fatos Nano,339-7-1997,7,1997,9,1998,Albanian Socialist Party,1,6,.70238376,65.2,-.417,-.007,.617,7,14.956074,.040046804,-.29046255,.16911735,0,0,.373,0,.35499999,.44100001,.69499999,.82499999,.31099999,.226,.42500001,.249,.64399999,1.041,1.666,-1.071,65.199997,0
339,339-10-1998,Albania,1999,Pandeli Majko,339-10-1998,10,1998,10,1999,Albanian Socialist Party,0,7,.54492342,65.2,-.417,-.007,.617,8,14.94974,.042684548,-.42231026,.36823305,0,0,.40099999,0,.35499999,.465,-.87900001,.82499999,.331,.26100001,.42500001,.249,.64399999,1.041,1.666,-1.071,65.199997,0
339,339-10-1999,Albania,2002,Ilir Meta,339-10-1999,10,1999,1,2002,Albanian Socialist Party,0,8,.45803508,52.1,-.417,-.007,.614,11,14.930984,.04740997,8.4722099,.52707636,0,0,.414,2,.35499999,.465,-1.0089999,.82499999,.33500001,.271,.42500001,.249,.64399999,1.041,1.666,-1.071,65.199997,0
339,339-7-2002,Albania,2005,Fatos Nano,339-7-2002,7,2002,9,2005,Albanian Socialist Party,1,11,.70238376,30,-.417,-.007,.614,14,14.917945,.051727761,5.9403906,.66386962,0,0,.49900001,2,.35499999,.465,-1.184,.82499999,.40099999,.31900001,.34900001,.14399999,.64399999,1.041,1.666,-1.071,52.099998,0
339,339-9-2005,Albania,2013,Sali Berisha,339-9-2005,9,2005,7,2013,Democratic Party of Albania,1,15,.70238376,35.7,-.417,-.007,.7,22,14.878528,.061487354,2.2032576,1.3003309,0,0,.54799998,7,.35499999,.49000001,-1.184,.479,.41999999,.34799999,.55199999,.55000001,1.043,1.965,.74800003,1.226,40,0
339,339-9-2013,Albania,2020,Edi Rama,339-9-2013,9,2013,99,9999,Albanian Socialist Party,0,22,.49500012,52.9,-.492,.678,.304,29,14.85852,.06651549,3.412842,,0,0,.51800001,6,.35499999,.47299999,-1.4910001,.16500001,.421,.31799999,.34900001,.449,1.465,2.53,1.666,-.565,46.400002,0
344,344-6-1991,Croatia,1999,Franjo Tudman,344-6-1991,6,1991,12,1999,Croatian Democratic Union,1,2,.81250143,59.1,2.106,1.789,-1.32,8,15.322383,.091630399,4.4598389,.29799989,0,0,.26699999,7,.242,.56099999,.847,-.64999998,.162,.167,.67199999,.093000002,1.081,2.7969999,-1.615,1.146,61.599998,0
344,344-1-2000,Croatia,2003,Ivica Racan,344-1-2000,1,2000,12,2003,Social Democratic Party,0,63,.29547179,22.4,.311,-1.149,.821,12,15.274916,.10202383,6.3669786,.46460775,0,0,.77499998,3,.242,.65700001,.48500001,-.64999998,.28200001,.26199999,.071999997,.082000002,-1.025,.86900002,1.906,-.81,29.1,0
344,344-12-2003,Croatia,2009,Ivo Sanader,344-12-2003,12,2003,7,2009,Croatian Democratic Union,0,14,.45803508,43.1,.738,-1.558,.436,18,15.27533,.10851351,3.4216444,.5893628,0,0,.778,5,.242,.83200002,.58200002,.75999999,.639,.491,.17299999,.086000003,1.081,1.892,-.61799997,.93599999,43.400002,0
344,344-7-2009,Croatia,2011,Jadranka Kosor,344-7-2009,7,2009,12,2011,Croatian Democratic Union,0,20,.45803508,27.2,.491,-1.362,.832,20,15.269608,.10799833,-4.1053653,.74101686,0,0,.838,1,.242,.83099997,.25799999,.75999999,.65700001,.51499999,.15899999,.086000003,1.081,1.892,-.147,.93599999,43.099998,0
344,344-12-2011,Croatia,2016,Zoran Milanovic,344-12-2011,12,2011,1,2016,Social Democratic Party,0,74,.21162806,,.594,-1.169,.437,25,15.244469,.11081216,1.7174538,.26494953,0,0,.85799998,4,.242,.83499998,.25799999,1.05,.74900001,.583,.071999997,.171,-1.077,.301,1.906,-.70599997,40.400002,0
344,344-10-2016,Croatia,2020,Andrej Plenkovic,344-10-2016,10,2016,99,9999,Croatian Democratic Union,0,27,.50618774,,.42,-1.846,.423,29,15.213536,.11266933,3.9402533,,0,0,.77399999,3,.242,.78200001,.63200003,1.05,.66100001,.55000001,,,,,,,,0
345,345-10-2000,Federal Republic of Yugoslavia,2003,Vojislav Kostunica,345-10-2000,10,2000,3,2003,Democratic Party of Serbia,1,8,.70238376,21.2,.054,-.239,.799,3,15.827823,.061709762,6.7705922,.37250191,0,0,.59200001,2,.34799999,.57200003,.91000003,.233,.26800001,.25799999,.242,.32100001,-1.404,.61900002,.057999998,.028000001,18,0
345,345-3-2003,Serbia-Montenegro,2006,Svetozar Marovic,345-3-2003,3,2003,6,2006,Democratic Party of Socialists of Montenegro,1,13,.70238376,40.7,.054,-.239,.799,6,15.818553,.068177693,7.5653787,.46444049,0,0,.66299999,2,.34799999,.69199997,-.28,.72100002,.53100002,.447,.73900002,.092,2.359,2.4059999,1.3559999,-.029999999,41.900002,0
